state_id,true_u_state,true_p_state,pop_share
1,0.3610940291336864,0.34671088180980625,0.011900984362684813
2,0.04360480204247774,0.27868018565485064,0.02998593880637086
3,0.4365812216784163,0.3640007737417565,0.016322617031420485
4,0.8742518808320827,0.46994360850996614,0.100550793704856
5,-0.004339734733597916,0.26914549254231657,0.020734542350020525
6,-0.004331525846520204,0.2691471072843302,0.005513087704987754
7,0.9023433603817658,0.47694655320093676,0.00043981578992724013
8,0.4964543172045245,0.3779712314429511,0.01205010715878928
9,-0.12200024033940599,0.24663825379999338,0.019781776407841838
10,0.3840169744210524,0.351921064587276,0.029295383602123574
11,-0.11897189377816106,0.24720137592434765,0.03002169798429982
12,-0.12012792415705836,0.24698630980539793,0.0010133555175017904
13,0.23371808841108713,0.31844992457147436,0.00818423644295167
14,-0.8439031697008289,0.13722574344514335,0.005551323622451018
15,-0.7497219636284463,0.14876193772685728,0.03144231505748836
16,-0.16840681199241628,0.23811726558377505,0.021627155920698162
17,-0.39367860753914186,0.19967910185316307,0.02161243947404369
18,0.269860618925707,0.32634523088419914,0.0070784454179932685
19,-0.34127508513253535,0.20818549633220448,0.01532331769841171
20,-0.5934148980395757,0.1696601898865258,0.013771419600327765
21,0.8455613370888471,0.46280353812665287,0.06906755694974848
22,-0.00015119761519775954,0.26997019998641025,0.008613208641046316
23,0.14650105497203197,0.29982705994371744,0.028645002389065376
24,-0.5996371404786583,0.16878542854259207,0.0022346061396818977
25,-0.15945440963452126,0.2397451932129956,0.0008256556427657782
26,0.1681982474830031,0.3044016576843388,0.02320713265366594
27,-0.46275983608308136,0.18886800510278884,0.015526647433780136
28,0.300585961800906,0.3331357109120691,0.01181294205781142
29,-0.18758239233133242,0.2346559688532044,0.03994254216818477
30,-0.03310992226856832,0.26352394293558334,0.0038070489037559767
31,-0.1881163534866284,0.2345600869974676,0.002715337157269968
32,1.038876044882539,0.5110615622746122,0.012553518305713988
33,0.10598834025910311,0.2913917537978734,0.015224583424158401
34,-0.41611851184988013,0.19611719380529452,0.001917152183440599
35,0.5240094086796646,0.3844711256015828,0.006169677650217773
36,-0.4976848723574411,0.18357564474483629,0.021567686071255903
37,0.21716875013044779,0.3148689043317116,0.010821996709732745
38,-0.8670981093118177,0.13450261820700357,0.01658980681596272
39,-0.5513560718211452,0.1756678355611559,0.029294598288140447
40,0.21116757056263183,0.3135757316055415,0.03161710427481435
41,0.48197024262577526,0.3745719629925742,0.015249329626952477
42,0.19842109322305532,0.3108386445131394,0.01334119831048444
43,0.054912811433949806,0.28095897268962344,0.013085347971086413
44,-0.037814895166574325,0.2626118226701768,0.00549077350511346
45,-0.6265240425556436,0.16504679829522348,0.015509486870496475
46,-0.24718515156928425,0.22412148148554473,0.002864717933607413
47,-0.11758243285182368,0.24746003548950918,0.09373941957892491
48,0.6412980657375279,0.4125764690368852,0.027787728586522023
49,0.28454609741230075,0.3295819416283044,0.02268925962053531
50,-0.7687831250532969,0.14636431280055406,0.035888180480874235
